P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,P_DETECTION_RADIUS,P_ALT_NAMES,P_ATMOSPHERE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_DISC,S_MAGNETIC_FIELD,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
HD 148156 b,3,270.1538,-15.8914,212.94476,,,,2009,31-01-2019,1027,-28,28,2.45,-0.05,0.04,0.52,-0.09,0.04,,,,35,-12,17,2454707,-20,20,42.8,,,,,,,,Radial Velocity,,,,,HD 148156,247.07201,-46.317623,7.689,57.22,-0.15,0.15,0.29,-0.02,0.02,1.22,,,1.21,-0.03,0.03,G0/2 V,,,,6308,-28,28,,,4.56,"HD 148156, HIP 80680",,,,,0.07116661,2.78124,1.176,3.724,2.5412659,0.40509002,0.14976378,1.5017979,191.85644,158.48808,282.03161,Jovian,1.21,G,16.471468,16 28 17.2845,-46 19 03.4428,2.0769504,1.0472834,2.4386185,1.3264948,2.3120327,1.4020817,2.3120327,1.2803691,2.3120327,3.8911398,5.3882294,0.49295174,0,0,Cold,0,0.31872004,Norma,Nor,Level,13.865424,270.1538,2.45
HD 148164 b,3,390.92844,-79.457001,79.457001,,,,2018,27-09-2018,328.55,-0.41,0.41,0.993,-0.066,0.066,0.587,-0.026,0.026,,,,141.5,-2.7,2.7,2463472.7,-4.7,4.7,12.8,,,,,,,,Radial Velocity,,,,,HD 148164,246.43555,11.919066,8.23,77.37,-0.3,0.3,0.24,,,1.21,-0.24,0.24,1.34,-0.1,0.1,F8,2.41,-0.81,0.81,6032,,,,,,"HD 148164, HIP 80484",,,,,0.028148492,1.1640785,0.410109,1.575891,1.041587,2.667974,0.85761274,12.663244,301.56646,245.17022,480.59711,Jovian,1.34,F,16.429037,16 25 44.5344,+11 55 08.6376,2.1298233,1.0784567,2.5251128,1.3659894,2.3940368,1.4441404,2.3940368,1.3185482,2.3940368,3.9403569,3.3444602,0.44139032,0,0,Hot,0,0.30997965,Hercules,Her,Hercules,13.641803,390.92844,0.993
HD 148164 c,3,1639.9925,-260.61896,260.61896,,,,2018,27-09-2018,5062,-114,114,6.15,-0.5,0.5,0.125,-0.017,0.017,,,,152,-11,11,2464193,-155,155,79.5,,,,,,,,Radial Velocity,,,,,HD 148164,246.43555,11.919066,8.23,77.37,-0.3,0.3,0.24,,,1.21,-0.24,0.24,1.34,-0.1,0.1,F8,2.41,-0.81,0.81,6032,,,,,,"HD 148164, HIP 80484",,,,,0.59569032,6.1980469,5.38125,6.91875,6.1620746,0.056756167,0.044492653,0.073549079,123.98448,117.00838,132.67504,Jovian,1.34,F,16.429037,16 25 44.5344,+11 55 08.6376,2.1298233,1.0784567,2.5251128,1.3659894,2.3940368,1.4441404,2.3940368,1.3185482,2.3940368,3.9403569,3.3444602,0.44139032,0,0,Cold,0,0.12593091,Hercules,Her,Hercules,12.807696,1639.9925,6.15
HD 148284 b,3,10710.804,-1748.054,1748.054,,,,2018,27-09-2018,339.331,-0.018,0.018,0.974,-0.079,0.079,0.38926,-0.00089,0.00089,,,,35.56,-0.14,0.14,2463751,-0.21,0.21,8.01,,,,,,,,Radial Velocity,,,,,HD 148284,246.45172,30.265127,9.01,121.61,-0.65,0.65,0.16,,,1.07,-0.26,0.26,1.48,-0.16,0.16,K0,8.66,-1.17,1.17,5572,,,,,,"HD 148284, HIP 80489",,,,,0.12823699,1.0477919,0.59486076,1.3531392,0.99343684,2.1648043,1.0331694,5.345962,299.77051,256.85486,387.39265,Jovian,1.48,K,16.430116,16 25 48.4161,+30 15 54.4572,1.8917185,1.0448559,2.4760718,1.3234468,2.3475409,1.399738,2.3475409,1.2775705,2.3475409,3.7135735,1.4565025,0.52433126,0,0,Hot,0,0.3491455,Hercules,Her,Hercules,11.792663,10710.804,0.974
HD 148427 b,3,413.1764,-54.03076,54.03076,,,,2009,06-09-2018,331.5,-3,3,1.04,-0.02,0.02,0.16,-0.08,0.08,,,,,,,,,,14.6,,,,,,,,Radial Velocity,,,,,HD 148427,247.11729,-13.39964,6.895,71.5,-0.31,0.31,0.08,,,1.64,-0.27,0.27,3.86,-0.12,0.12,K0 III/IV,,,,5025,-4,4,,,3.48,"HD 148427, HIP 80687",,,,,0.055190168,1.053312,0.8736,1.2064,1.0433564,7.9720902,5.8482356,11.152758,426.02046,396.18783,465.57588,Jovian,3.86,K,16.474487,16 28 28.1537,-13 23 58.7040,8.5115278,2.2823983,5.512836,2.8909929,5.2266634,3.0593978,5.2266634,2.7909309,5.2266634,7.8771213,0.65615243,0.54404198,0,0,Hot,0,0.17878275,Ophiuchus,Oph,Serpent Holder,13.60862,413.1764,1.04
HD 149026 b,3,120.77464,-19.06968,19.06968,8.2954,-0.2242,0.2242,2005,26-04-2018,2.87589,-2.00E-06,2.00E-06,,,,0,,,84.55,-0.58,0.58,,,,,,,,,,,,,,,Radial Velocity,,,,,HD 149026,247.62341,38.347309,8.15,76.03,-0.17,0.17,0.32,,,1.42,-0.33,0.33,1.41,-0.03,0.03,G0,,,,6179,-15,15,,,4.37,"HD 149026, HIP 80838",3.815656,14.559231,1.7550969,0.21157471,0.001956447,0.044475466,0.044475466,0.044475466,0.044475468,1312.6793,1312.6793,1312.6793,1533.5028,1533.5028,1533.5028,Jovian,1.41,G,16.508228,16 30 29.6222,+38 20 50.3124,2.5965677,1.1801519,2.7546878,1.4947921,2.6116949,1.5801255,2.6116949,1.4428437,2.6116949,4.3507447,4.5412251,0.51853799,0,0,Hot,0,0.10196578,Hercules,Her,Hercules,8.2954,120.77464,0.044475466
HD 149143 b,3,422.71124,-47.6742,47.6742,,,,2005,27-09-2018,4.07182,-1.00E-05,1.00E-05,0.053,-0.0029,0.0029,0.0167,-0.004,0.004,,,,217,-17,17,2463199.1,-0.2,0.2,0.722,,,,,,,,Radial Velocity,,,,,HD 149143,248.21271,2.084832,7.89,73.43,-0.36,0.36,0.29,,,1.2,-0.2,0.2,1.44,-0.08,0.08,G0,4.28,-0.68,0.68,5856,,,,,,"HD 149143, HIP 81022",,,,,0.003681583,0.053007391,0.0521149,0.0538851,0.05300185,777.9053,752.45497,804.44079,1345.4076,1334.3355,1356.8081,Jovian,1.44,G,16.547515,16 32 51.0530,+02 05 05.3952,2.1848313,1.104065,2.5958935,1.3984322,2.4611431,1.4786601,2.4611431,1.3499013,2.4611431,3.9909173,2.4649488,0.48438708,0,0,Hot,0,0.06737408,Ophiuchus,Oph,Serpent Holder,13.594966,422.71124,0.053
HD 1502 b,3,874.02701,-50.85248,50.85248,,,,2011,06-12-2018,428.5,-1.2,1.2,1.262,-0.092,0.092,0.031,-0.022,0.022,,,,126,-58,58,2455170,-67,67,6.57,,,,,,,,Radial Velocity,,,,,HD 1502,4.82111,14.054755,8.36,191.96,-2.78,2.78,,,,1.46,,,4.67,,,K0,,,,4947,,,,,3.18,"HD 1502, HIP 1547",,,,,0.10309217,1.2626064,1.222878,1.301122,1.2621517,7.3515704,6.9128003,7.8257106,419.43208,413.10306,426.11405,Jovian,4.67,K,0.32140735,00 19 17.0665,+14 03 17.1180,11.702807,2.6862038,6.5084319,3.4024768,6.1705759,3.600995,6.1705759,3.2847251,6.1705759,9.236529,0.55204847,0.52336187,0,0,Hot,0,0.18883243,Pisces,Psc,Fishes,13.167307,874.02701,1.262
HD 150706 b,3,861.31389,-209.76648,362.32392,,,,2012,23-07-2014,5894,-1498,5584,6.7,-1.4,4,0.38,-0.32,0.28,,,,132,-33,37,2458179,-1586,4396,237,,,,,,,,Radial Velocity,,,,,HD 150706,247.82327,79.789772,7.02,28.29,-0.02,0.02,-0.01,-0.04,0.04,1.17,-0.12,0.12,0.96,-0.02,0.02,G0 V,3,-2,2,5961,-27,27,,,4.5,"HD 150706, HIP 80902",,,,,0.37518336,7.18374,4.154,9.246,6.8270897,0.025108606,0.012195506,0.060419151,98.526717,84.663236,126.31024,Jovian,0.96,G,16.521552,16 31 17.5886,+79 47 23.1792,1.0425757,0.75782083,1.7772525,0.95986915,1.6849971,1.0148452,1.6849971,0.92654299,1.6849971,2.7568782,2.9274208,0.45269636,0,0,Cold,0,0.093865535,Ursa Minor,UMi,Little Bear,13.175798,861.31389,6.7
HD 152079 b,3,845.74032,-14.620088,14.620088,,,,2009,27-06-2019,2918.92,-39.28,37.87,4.187,-0.053,0.051,0.532,-0.016,0.015,,,,332.905,-2.195,2.299,2456173.2,-11.3,11.6,47.5,,,,,,,,Radial Velocity,,,,,HD 152079,253.3739,-46.332958,9.182,88.11,-0.36,0.36,0.29,-0.07,0.07,1.15,-0.03,0.03,1.13,-0.07,0.07,G6 V,1.622,-1.369,1.369,5907,-52,52,,,4.37,"HD 152079, HIP 82632",,,,,0.17692142,4.7795107,1.959516,6.414484,4.3510761,0.09383291,0.033852439,0.36275699,132.68595,109.28043,197.71921,Jovian,1.13,G,16.891594,16 53 29.7394,-46 19 58.6488,1.3928791,0.8788155,2.0636727,1.1131248,1.9565494,1.1769326,1.9565494,1.0744867,1.9565494,3.1865481,2.652765,0.4062555,0,0,Cold,0,0.15613515,Ara,Ara,Altar,13.186381,845.74032,4.187
HD 152581 b,3,594.02054,-22.565788,22.565788,,,,2011,06-12-2018,686.5,-4.8,4.8,1.66,-0.3,0.3,0.04,-0.031,0.031,,,,181,-66,66,2455040,-120,120,9.97,,,,,,,,Radial Velocity,,,,,HD 152581,253.43159,11.973746,8.38,166.54,-1.17,1.17,,,,1.3,,,5.14,,,K0,,,,5027,,,,,3.29,"HD 152581, HIP 82651",,,,,0.12277706,1.661328,1.5936,1.7264,1.6603322,5.4901216,5.0718637,5.9523955,389.86121,382.32861,397.94024,Jovian,5.14,K,16.895441,16 53 43.5860,+11 58 25.4856,15.116471,3.0413814,7.345483,3.8523565,6.9641773,4.0767531,6.9641773,3.7190196,6.9641773,10.497575,0.60934532,0.50349935,0,0,Hot,0,0.21896315,Ophiuchus,Oph,Serpent Holder,13.392966,594.02054,1.66
HD 153950 b,3,937.59261,-92.170121,92.170121,,,,2008,06-09-2018,499.39999,-3.6,3.6,1.28,-0.02,0.02,0.34,-0.02,0.02,,,,,,,,,,26.4,,,,,,,,Radial Velocity,,,,,HD 153950,256.12863,-43.309769,7.39,48.52,-0.12,0.12,-0.01,,,1.25,-0.18,0.18,1.28,-0.04,0.04,F8 V,,,,6124,-81,81,,,4.32,"HD 153950, HIP 83547",,,,,0.076778656,1.353984,0.8448,1.7152,1.2992385,1.3400006,0.70181036,2.8929538,267.92473,233.18459,332.2617,Jovian,1.28,F,17.075243,17 04 30.8749,-43 18 35.1684,2.0646637,1.055886,2.4673813,1.3373977,2.3393022,1.4138074,2.3393022,1.2909305,2.3393022,3.8796132,3.9598351,0.49695965,1,1,Warm,0,0.38436871,Scorpius,Sco,Scorpion,13.126696,937.59261,1.28
HD 154345 b,3,260.61896,-22.24796,22.24796,,,,2006,06-09-2018,3341.5588,-93,93,4.21,-0.1,0.1,0.04,-0.05,0.05,,,,,,,,,,230,,,,,,,,Radial Velocity,,,,,HD 154345,255.65169,47.081882,6.76,18.29,-0.01,0.01,-0.11,,,0.71,-0.07,0.07,0.85,-0.01,0.01,G8 V,,,,5468,-14,14,,,4.43,"HD 154345, HIP 83389",,,,,0.28945947,4.213368,4.0416,4.3784,4.2108425,0.032675636,0.030186284,0.035426958,108.28556,106.19335,110.52954,Jovian,0.85,G,17.043447,17 02 36.4083,+47 04 54.7752,0.57868273,0.58135753,1.3821434,0.73636743,1.3103973,0.7788953,1.3103973,0.71085121,1.3103973,2.0539224,1.0625266,0.41156387,0,0,Cold,0,0.098112698,Hercules,Her,Hercules,13.887363,260.61896,4.21
HD 154672 b,3,1706.7364,-123.95292,123.95292,,,,2008,06-09-2018,163.94,-0.01,0.01,0.6,-0.02,0.02,0.61,-0.03,0.03,,,,,,,,,,9.5,,,,,,,,Radial Velocity,,,,,HD 154672,257.52048,-56.449268,8.21,63.16,-0.19,0.19,0.25,,,1.18,-0.12,0.12,1.32,-0.02,0.02,G3 IV,,,,5743,-23,23,,,4.27,"HD 154672, HIP 83983",,,,,0.026470525,0.71163,0.234,0.966,0.63207795,5.9531117,1.8198581,31.014163,365.81166,295.90635,601.22208,Jovian,1.32,G,17.168033,17 10 04.9177,-56 26 57.3648,1.6982115,0.98002809,2.3110885,1.2413282,2.191122,1.3126755,2.191122,1.1982698,2.191122,3.518517,2.0186614,0.48750431,0,0,Hot,0,0.21312682,Ara,Ara,Altar,12.785235,1706.7364,0.6
HD 154857 b,3,778.67861,-34.96108,34.96108,,,,2004,06-09-2018,408.60001,-0.5,0.5,1.29,-0.02,0.02,0.46,-0.02,0.02,,,,,,,,,,20.3,,,,,,,,Radial Velocity,,,,,HD 154857,257.81552,-56.680798,7.238,63.56,-0.16,0.16,-0.22,,,1.96,-0.12,0.12,2.3,-0.06,0.06,G5 V,,,,5589,-18,18,,,4.01,"HD 154857, HIP 84069",,,,,0.051223518,1.426482,0.6966,1.8834,1.3267583,3.1298825,1.3037539,9.530459,324.35395,272.23491,447.63431,Jovian,2.3,G,17.187702,17 11 15.7283,-56 40 50.8728,4.6246701,1.6320693,3.8656623,2.0672287,3.6649988,2.1863601,3.6649988,1.9955651,3.6649988,5.8063626,1.8349293,0.57734643,0,0,Hot,0,0.291232,Ara,Ara,Altar,13.234401,778.67861,1.29
HD 154857 c,3,819.99625,-50.85248,50.85248,,,,2014,14-05-2014,3452,-105,105,5.36,-0.09,0.09,0.06,-0.05,0.05,,,,352,-37,37,2455219,-375,375,84.3,,,,,,,,Radial Velocity,,,,,HD 154857,257.81552,-56.680798,7.238,63.56,-0.16,0.16,-0.22,,,1.96,-0.12,0.12,2.3,-0.06,0.06,G5 V,,,,5589,-18,18,,,4.01,"HD 154857, HIP 84069",,,,,0.37693209,5.369648,5.0384,5.6816,5.3624155,0.16126285,0.14326478,0.18217781,161.33733,156.73997,166.44424,Jovian,2.3,G,17.187702,17 11 15.7283,-56 40 50.8728,4.6246701,1.6320693,3.8656623,2.0672287,3.6649988,2.1863601,3.6649988,1.9955651,3.6649988,5.8063626,1.8349293,0.57734643,0,0,Cold,0,0.20631092,Ara,Ara,Altar,13.204329,819.99625,5.36
HD 155233 b,3,826.35281,-95.348401,95.348401,,,,2015,17-03-2016,818.8,-12.1,12.1,2,-0.06,0.06,0.04,-0.04,0.04,,,,120,-71.9,71.9,2460282,-192.1,192.1,26.6,,,,,,,,Radial Velocity,,,,,HD 155233,257.76819,-20.65457,6.818,75.13,-3.33,3.33,0.08,-0.07,0.07,1.69,-0.14,0.14,5.03,-0.39,0.39,K1 III,,,,4960,-100,100,,,3.17,"HD 155233, HIP 84056",,,,,0.15130248,2.0016,1.92,2.08,2.0004003,3.4327253,3.1712074,3.7217643,346.67641,339.9782,353.86053,Jovian,5.03,K,17.184547,17 11 04.3683,-20 39 16.4520,13.719912,2.90674,7.039068,3.6818179,6.6736668,3.8965765,6.6736668,3.5543967,6.6736668,10.000908,0.59272698,0.54951561,0,0,Hot,0,0.27911956,Ophiuchus,Oph,Serpent Holder,13.199843,826.35281,2
HD 155358 b,3,314.64972,-25.42624,25.42624,,,,2007,06-09-2018,194.3,-0.3,0.3,0.63,-0.02,0.02,0.17,-0.03,0.03,,,,,,,,,,14.4,,,,,,,,Radial Velocity,,,,,HD 155358,257.39423,33.355854,7.27,43.67,-0.05,0.05,-0.6,,,1.15,-0.08,0.08,1.38,-0.02,0.02,G0,,,,5905,-13,13,,,4.22,"HD 155358, HIP 83949",,,,,0.033955778,0.6391035,0.5229,0.7371,0.63229784,5.3041201,3.8183313,7.587333,384.51711,356.1339,422.83137,Jovian,1.38,G,17.159616,17 09 34.6175,+33 21 21.0744,2.074562,1.0726475,2.5189602,1.3586363,2.3882034,1.4365201,2.3882034,1.3114766,2.3882034,3.8889019,2.6436657,0.48333741,0,0,Hot,0,0.22099318,Hercules,Her,Hercules,13.772717,314.64972,0.63
HD 155358 c,3,260.61896,-22.24796,22.24796,,,,2007,31-01-2019,391.9,-1,1,1.02,-0.02,0.02,0.16,-0.1,0.1,,,,180,-26,26,2455345.4,-28,28,23.4,,,,,,,,Radial Velocity,,,,,HD 155358,257.39423,33.355854,7.27,43.67,-0.05,0.05,-0.6,,,1.15,-0.08,0.08,1.38,-0.02,0.02,G0,,,,5905,-13,13,,,4.22,"HD 155358, HIP 83949",,,,,0.052251736,1.033056,0.8568,1.1832,1.0232918,2.0200283,1.48187,2.8259698,302.25728,281.09132,330.32146,Jovian,1.38,G,17.159616,17 09 34.6175,+33 21 21.0744,2.074562,1.0726475,2.5189602,1.3586363,2.3882034,1.4365201,2.3882034,1.3114766,2.3882034,3.8889019,2.6436657,0.48333741,0,0,Hot,0,0.34294534,Hercules,Her,Hercules,13.887363,260.61896,1.02
HD 156279 b,3,3140.1407,-219.30132,219.30132,,,,2011,06-09-2018,131.05,-0.54,0.54,0.49,-0.01,0.01,0.71,-0.02,0.02,,,,,,,,,,13.5,,,,,,,,Radial Velocity,,,,,HD 156279,258.09668,63.352093,8.1,36.23,-0.04,0.04,0.14,,,0.95,-0.08,0.08,0.95,-0.02,0.02,G6,,,,5453,-40,40,,,4.46,"HD 156279, HIP 84171",,,,,0.021173263,0.6135045,0.1421,0.8379,0.52771532,4.2285224,1.0183416,35.407046,322.48872,255.92828,621.46594,Jovian,0.95,G,17.206446,17 12 23.2064,+63 21 07.5348,0.71495358,0.64674166,1.5383308,0.81918553,1.458477,0.86650942,1.458477,0.79080098,1.458477,2.2829831,1.141046,0.4535157,0,0,Hot,0,0.25638096,Draco,Dra,Dragon,12.446816,3140.1407,0.49
HD 156279 c,3,2733.3208,-174.8054,158.914,,,,2018,29-11-2018,4191,-310,270,,,,0.231,-0.021,0.018,,,,101,-1.9,2.3,2455912,-17,17,,,,,,,,,Radial Velocity,,,,,HD 156279,258.09668,63.352093,8.1,36.23,-0.04,0.04,0.14,,,0.95,-0.08,0.08,0.95,-0.02,0.02,G6,,,,5453,-40,40,,,4.46,"HD 156279, HIP 84171",,,,,0.54701153,5.1333148,3.8449343,6.1548949,5.0338644,0.029394121,0.01887281,0.048361526,104.41517,94.428709,119.47304,Jovian,0.95,G,17.206446,17 12 23.2064,+63 21 07.5348,0.71495358,0.64674166,1.5383308,0.81918553,1.458477,0.86650942,1.458477,0.79080098,1.458477,2.2829831,1.141046,0.4535157,0,0,Cold,0,0.10135548,Draco,Dra,Dragon,12.523037,2733.3208,4.9999146
HD 156411 b,3,235.19272,-12.71312,15.8914,,,,2009,25-06-2014,842.2,-14.5,14.5,1.88,-0.04,0.03,0.22,-0.08,0.08,,,,45,-14,22,2454356,-33,46,33,,,,,,,,Radial Velocity,,,,,HD 156411,259.96417,-48.54932,6.673,56.96,-0.18,0.18,-0.12,-0.01,0.01,1.25,,,2.16,-0.09,0.09,F8 IV/V,,,,5900,-15,15,,,4.07,"HD 156411, HIP 84787",,,,,0.084050883,1.925496,1.4664,2.2936,1.8915589,1.4691336,0.96287262,2.3555878,277.89839,252.36965,315.62379,Jovian,2.16,F,17.330946,17 19 51.4045,-48 32 57.5520,5.0652886,1.6765941,3.9377241,2.1236071,3.7333206,2.2453526,3.7333206,2.0498961,3.7333206,6.076673,2.694925,0.49695965,1,0,Warm,0,0.37292678,Ara,Ara,Altar,13.950232,235.19272,1.88
HD 156668 b,3,4.131764,-0.63565601,0.63565601,,,,2010,31-01-2019,4.6455,-0.0011,0.0011,0.05,-0.0007,0.0007,0,,,,,,,,,2454718.6,-0.11,0.11,2.05,,,,,,,,Radial Velocity,,,,,HD 156668,259.4187,29.227226,8.42,24.35,-0.02,0.02,0.05,-0.06,0.06,0.77,-0.02,0.02,0.72,-0.01,0.01,K3 V,8.6,-4.8,4.8,4850,-88,88,,,4.6,"HD 156668, HIP 84607",,,,,0.000875595,0.05,0.05,0.05,0.050000001,102.79703,102.79703,102.79703,811.22263,811.22263,811.22263,Terran,0.72,K,17.294581,17 17 40.4915,+29 13 38.0136,0.25699259,0.39981912,0.97261233,0.50643122,0.92212315,0.53603909,0.92212315,0.4889066,0.92212315,1.3687498,0.37755746,0.46932262,0,0,Hot,0,0.27446548,Hercules,Her,Hercules,1.863713,4.131764,0.05
HD 156846 b,3,3391.2248,-235.19272,235.19272,,,,2007,06-09-2018,359.51001,-0.09,0.09,1.12,-0.02,0.02,0.85,0,0,,,,,,,,,,23.4,,,,,,,,Radial Velocity,,,,,HD 156846,260.14294,-19.333746,6.506,47.8,-0.12,0.12,0.15,,,1.38,-0.14,0.14,1.9,-0.04,0.04,G1 V,,,,6090,-31,31,,,4.02,"HD 156846, HIP 84856",,,,,0.022677073,1.5246,0.168,2.072,1.2598862,6.7328274,1.0363,157.63275,329.64425,257.04922,902.72719,Jovian,1.9,G,17.342864,17 20 34.3098,-19 20 01.4856,4.4490268,1.5531936,3.6320781,1.9672951,3.4435407,2.0797496,3.4435407,1.8989528,3.4435407,5.6950335,3.8603983,0.51362264,0,0,Hot,0,0.20204087,Ophiuchus,Oph,Serpent Holder,12.40476,3391.2248,1.12
HD 158038 b,3,486.27684,-149.37916,149.37916,,,,2011,06-09-2018,521,-6.9,6.9,1.5,-0.04,0.04,0.29,-0.09,0.09,,,,,,,,,,15.8,,,,,,,,Radial Velocity,,,,,HD 158038,261.4393,27.303341,7.64,95.12,-0.23,0.23,0.19,,,1.3,-0.56,0.56,4.5,-0.16,0.16,K0,,,,4860,-38,38,,,3.24,"HD 158038, HIP 85294",,,,,0.076756452,1.563075,1.065,1.935,1.5162221,4.7005882,2.703316,8.9239995,369.04404,326.67742,440.33661,Jovian,4.5,K,17.429288,17 25 45.4355,+27 18 12.0276,10.121823,2.5080746,6.0986632,3.1768542,5.7820764,3.3625459,5.7820764,3.066921,5.7820764,8.5899997,0.45736379,0.50349935,0,0,Hot,0,0.23686255,Hercules,Her,Hercules,13.511426,486.27684,1.5
HD 158996 b,3,4449.592,-731.00441,731.00441,,,,2018,12-04-2018,820.2,-14,14,2.1,-0.2,0.2,0.13,-0.05,0.05,,,,168,-12,12,2454993,-128,128,7.34,,,,,,,,Radial Velocity,,,,,HD 158996,259.90463,80.136398,5.706,285.91,-4.61,4.61,-0.2,-0.1,0.1,1.8,-0.3,0.3,50.3,-4.3,4.3,K5 III,1.6,-0.6,0.6,4069,-30,30,,,1.4,"HD 158996, HIP 84769",,,,,0.24710014,2.117745,1.827,2.373,2.1044614,142.11435,110.35192,186.16511,876.83581,825.73346,941.06469,Jovian,50.3,K,17.326976,17 19 37.1152,+80 08 11.0328,621.4059,20.187031,50.920237,25.57002,48.276584,27.090577,48.276584,24.684271,48.276584,67.30564,0.13097614,0.47061851,0,0,Hot,0,0.079868068,Ursa Minor,UMi,Little Bear,12.257389,4449.592,2.1
HD 159243 b,3,359.14564,-15.8914,15.8914,,,,2013,14-05-2014,12.62,-0.004,0.004,0.11,-0.002,0.002,0.02,-0.018,0.018,,,,223,-93,93,,,,1.5,,,,,,,,Radial Velocity,,,,,HD 159243,263.33978,5.700733,8.646,73.46,-0.23,0.23,0.05,-0.04,0.04,1.12,-0.03,0.03,1.12,-0.05,0.05,G0 V,1.25,-1.1,1.1,6123,-65,65,,,4.55,"HD 159243, HIP 85911",,,,,0.00738054,0.110022,0.1078,0.1122,0.1100055,130.58198,125.48621,135.93904,861.1586,852.69539,869.9233,Jovian,1.12,G,17.555986,17 33 21.5512,+05 42 02.6388,1.5797259,0.92365485,2.15843,1.1699122,2.0463882,1.2367539,2.0463882,1.1292644,2.0463882,3.393553,3.8109535,0.3855812,0,0,Hot,0,0.073685155,Ophiuchus,Oph,Serpent Holder,13.692797,359.14564,0.11
HD 159243 c,3,603.87321,-41.31764,41.31764,,,,2013,14-05-2014,248.4,-4.9,4.9,0.8,-0.02,0.02,0.075,-0.05,0.05,,,,69,-97,97,,,,10.9,,,,,,,,Radial Velocity,,,,,HD 159243,263.33978,5.700733,8.646,73.46,-0.23,0.23,0.05,-0.04,0.04,1.12,-0.03,0.03,1.12,-0.05,0.05,G0 V,1.25,-1.1,1.1,6123,-65,65,,,4.55,"HD 159243, HIP 85911",,,,,0.060245717,0.80225,0.74,0.86,0.80056366,2.4752932,2.1359192,2.8848171,319.2217,307.99319,332.02783,Jovian,1.12,G,17.555986,17 33 21.5512,+05 42 02.6388,1.5797259,0.92365485,2.15843,1.1699122,2.0463882,1.2367539,2.0463882,1.1292644,2.0463882,3.393553,3.8109535,0.3855812,0,0,Hot,0,0.32123564,Ophiuchus,Oph,Serpent Holder,13.383276,603.87321,0.8
